Os2Br2-CH-NM,Os2Br2-CH-NM
Os2I2-CH-NM,Os2I2-CH-NM
Ir2S2-CH-NM,Ir2S2-CH-NM
Ir2Se2-CH-NM,Ir2Se2-CH-NM
Ir2Te2-CH-NM,Ir2Te2-CH-NM
Ir2F2-Undefined-NM,Ir2F2-Undefined-NM
Ir2Cl2-ISb-NM,Ir2Cl2-ISb-NM
Ir2Br2-CH-NM,Ir2Br2-CH-NM
Ir2I2-CH-NM,Ir2I2-CH-NM
Pt2S2-CH-NM,Pt2S2-CH-NM
Pt2Se2-CH-NM,Pt2Se2-CH-NM
